id,name,sex,year_of_birth,nationality,military_civilian,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,Age of astronaut,mission_title,hours_mission,total_hrs_sum
797,"Grunsfeld, John M.",male,1958,U.S.,civilian,1992,4,5,MSP,2002,44,STS-109,262,1405
798,"Grunsfeld, John M.",male,1958,U.S.,civilian,1992,5,5,MSP,2009,51,STS-125,309,1405
799,"Lawrence, Wendy B.",female,1959,U.S.,military,1992,1,4,MSP,1995,36,STS-67,399,1226
800,"Lawrence, Wendy B.",female,1959,U.S.,military,1992,2,4,MSP,1997,38,STS-86,259,1226
801,"Lawrence, Wendy B.",female,1959,U.S.,military,1992,3,4,MSP,1998,39,STS-91,235,1226
802,"Lawrence, Wendy B.",female,1959,U.S.,military,1992,4,4,MSP,2005,46,STS-114,333,1226
803,"Dezhurov, Vladimir N.",male,1962,U.S.S.R/Russia,military,1987,1,2,commander,1995,33,18,2768,5861.47
804,"Dezhurov, Vladimir N.",male,1962,U.S.S.R/Russia,military,1987,2,2,commander,2001,39,3,3092,5861.47
805,"Budarin, Nikolai",male,1953,U.S.S.R/Russia,civilian,1989,1,3,flight engineer,1995,42,19,1811,10657.42
806,"Budarin, Nikolai",male,1953,U.S.S.R/Russia,civilian,1989,2,3,flight engineer,1998,45,25,4980,10657.42
807,"Budarin, Nikolai",male,1953,U.S.S.R/Russia,civilian,1989,3,3,flight engineer,2002,49,6,3865,10657.42
808,Kregel Kevin R.,male,1956,U.S.,civilian,1992,1,4,pilot,1995,39,STS-70,214,1266.35
809,Kregel Kevin R.,male,1956,U.S.,civilian,1992,2,4,pilot,1996,40,STS-78,405,1266.35
810,Kregel Kevin R.,male,1956,U.S.,civilian,1992,3,4,commander,1997,41,STS-87,376,1266.35
811,Kregel Kevin R.,male,1956,U.S.,civilian,1992,4,4,commander,2000,44,STS-99,269,1266.35
812,"Weber, Mary E.",female,1962,U.S.,civilian,1992,1,2,MSP,1995,33,STS-70,236,450.5
813,"Weber, Mary E.",female,1962,U.S.,civilian,1992,2,2,MSP,2000,38,STS-101,214,450.5
814,"Gidzenko, Yuri",male,1962,U.S.S.R/Russia,military,1987,1,3,commander,1995,33,20,4297,7918.73
815,"Gidzenko, Yuri",male,1962,U.S.S.R/Russia,military,1987,2,3,commander,2000,38,1,3383,7918.73
816,"Gidzenko, Yuri",male,1962,U.S.S.R/Russia,military,1987,3,3,commander,2002,40,Soyuz  3,237,7918.73
817,"Reiter, Thomas",male,1958,Germany,military,1992,1,2,flight engineer,1995,37,20,4297.6,8405.58
818,"Reiter, Thomas",male,1958,Germany,military,1992,2,2,flight engineer,2006,48,13,4108,8405.58
819,"Gernhardt, Michael L.",male,1956,U.S.,civilian,1992,1,4,MSP,1995,39,STS-69,260.5,1039.05
820,"Gernhardt, Michael L.",male,1956,U.S.,civilian,1992,2,4,MSP,1997,41,STS-83,95.2,1039.05
821,"Gernhardt, Michael L.",male,1956,U.S.,civilian,1992,3,4,MSP,1997,41,STS-94,376.75,1039.05
822,"Gernhardt, Michael L.",male,1956,U.S.,civilian,1992,4,4,MSP,2001,45,STS-104,306.6,1039.05
823,"Rominger, Kent V.",male,1956,U.S.,military,1992,1,5,pilot,1995,39,STS-73,381,1608
824,"Rominger, Kent V.",male,1956,U.S.,military,1992,2,5,pilot,1996,40,STS-80,423,1608
825,"Rominger, Kent V.",male,1956,U.S.,military,1992,3,5,pilot,1997,41,STS-85,55,1608
826,"Rominger, Kent V.",male,1956,U.S.,military,1992,4,5,commander,1999,43,STS-96,235,1608
827,"Rominger, Kent V.",male,1956,U.S.,military,1992,5,5,commander,2001,45,STS-100,285,1608
828,"Coleman, Catherine G.",female,1960,U.S.,military,1992,1,3,MSP,1995,35,STS-73,382,500
829,"Coleman, Catherine G.",female,1960,U.S.,military,1992,2,3,MSP,1999,39,STS-93,119,500
830,"Coleman, Catherine G.",female,1960,U.S.,military,1992,3,3,flight engineer,2011,51,26,3823,500
831,"Lopez-Alegria, Michael E.",male,1958,U.S.,military,1992,1,4,MSP,1995,37,STS-73,381,6190.67
832,"Lopez-Alegria, Michael E.",male,1958,U.S.,military,1992,2,4,MSP,2000,42,STS-92,309,6190.67
833,"Lopez-Alegria, Michael E.",male,1958,U.S.,military,1992,3,4,MSP,2002,44,STS-113,330,6190.67
834,"Lopez-Alegria, Michael E.",male,1958,U.S.,military,1992,4,4,flight engineer,2007,49,14,5168,6190.67
835,"Leslie, Fred Weldon",male,1951,U.S.,civilian,1994,1,1,PSP,1995,44,STS-73,382.02,382.02
836,"Sacco, Albert Jr.",male,1949,U.S.,civilian,1994,1,1,PSP,1995,46,STS-73,382.02,382.02
837,Chris Hadfield,male,1959,Canada,military,1992,1,3,pilot,1995,36,STS-74,196.5,4191.82
838,Chris Hadfield,male,1959,Canada,military,1992,2,3,pilot,2001,42,STS-100,285.5,4191.82
839,Chris Hadfield,male,1959,Canada,military,1992,3,3,pilot,2012,53,34,3710.32,4191.82
840,"Jett, Brent W.",male,1958,U.S.,military,1992,1,4,pilot,1996,38,STS-72,214,1002.02
841,"Jett, Brent W.",male,1958,U.S.,military,1992,2,4,pilot,1997,39,STS-81,244,1002.02
842,"Jett, Brent W.",male,1958,U.S.,military,1992,3,4,commander,2000,42,STS-97,259,1002.02
843,"Jett, Brent W.",male,1958,U.S.,military,1992,4,4,commander,2006,48,STS-115,283,1002.02
844,"Scott, Winston E.",male,1950,U.S.,military,1992,1,2,MSP,1996,46,STS-72,214,590
845,"Scott, Winston E.",male,1950,U.S.,military,1992,2,2,MSP,1997,47,STS-87,376,590
846,"Wakata, Koichi",male,1963,Japan,civilian,1992,1,4,MSP,1996,33,STS-72,214,8336.5
847,"Wakata, Koichi",male,1963,Japan,civilian,1992,2,4,MSP,2000,37,STS-92,309.75,8336.5
848,"Wakata, Koichi",male,1963,Japan,civilian,1992,3,4,flight engineer,2009,46,18,3303,8336.5
849,"Wakata, Koichi",male,1963,Japan,civilian,1992,4,4,commander,2013,50,38,4509.75,8336.5
850,"Barry, Daniel T.",male,1953,U.S.,civilian,1992,1,3,MSP,1996,43,STS-72,214,734
851,"Barry, Daniel T.",male,1953,U.S.,civilian,1992,2,3,MSP,1999,46,STS-96,235,734
852,"Barry, Daniel T.",male,1953,U.S.,civilian,1992,3,3,MSP,2001,48,STS-105,285,734
853,"Onufrienko, Yuri",male,1961,U.S.S.R/Russia,military,1989,1,2,commander,1996,35,21,4651,9350.77
854,"Onufrienko, Yuri",male,1961,U.S.S.R/Russia,military,1989,2,2,commander,2001,40,4,4699,9350.77
855,"Horowitz, Scott J.",male,1957,U.S.,military,1992,1,4,pilot,1996,39,STS-75,378,1138.68
856,"Horowitz, Scott J.",male,1957,U.S.,military,1992,2,4,pilot,1997,40,STS-82,277,1138.68
857,"Horowitz, Scott J.",male,1957,U.S.,military,1992,3,4,pilot,2000,43,STS-101,237,1138.68
858,"Horowitz, Scott J.",male,1957,U.S.,military,1992,4,4,commander,2001,44,STS-105,285,1138.68
859,"Cheli, Maurizio",male,1959,Italy,military,1992,1,1,MSP,1996,37,STS-75,377.68,377.68
860,"Guidoni, Umberto",male,1954,Italy,civilian,1996,1,2,MSP,1996,42,STS-75,377.67,663.17
861,"Guidoni, Umberto",male,1954,Italy,civilian,1996,2,2,MSP,2001,47,STS-100,285.5,663.17
862,"Thomas, Andrew S. W.",male,1951,Australia,civilian,1992,1,4,MSP,1983,32,STS-77,240,4264
863,"Thomas, Andrew S. W.",male,1951,Australia,civilian,1992,2,4,MSP,1998,47,24,3384,4264
864,"Thomas, Andrew S. W.",male,1951,Australia,civilian,1992,3,4,MSP,2001,50,STS-102,307,4264
865,"Thomas, Andrew S. W.",male,1951,Australia,civilian,1992,4,4,MSP,2005,54,STS-114,333,4264
866,"Linnehan, Richard M.",male,1957,U.S.,civilian,1992,1,4,MSP,1996,39,STS-78,405,1427
867,"Linnehan, Richard M.",male,1957,U.S.,civilian,1992,2,4,MSP,1998,41,STS-90,382,1427
868,"Linnehan, Richard M.",male,1957,U.S.,civilian,1992,3,4,MSP,2002,45,STS-109,262,1427
869,"Linnehan, Richard M.",male,1957,U.S.,civilian,1992,4,4,MSP,2008,51,STS-123,378,1427
870,"Brady, Charles E., Jr.",male,1951,U.S.,military,1992,1,1,MSP,1996,45,STS-78,405,405
871,"Favier, Jean-Jacques",male,1949,France,civilian,1985,1,1,PSP,1996,47,STS-78,405.8,405.8
872,Robert Thirsk,male,1953,Canada,civilian,1983,1,2,MSP,1996,43,STS-78,405.8,4917.8
873,Robert Thirsk,male,1953,Canada,civilian,1983,2,2,flight engineer,2009,56,20,4512,4917.8
874,"Korzun, Valery",male,1953,U.S.S.R/Russia,military,1987,1,2,commander,1996,43,22,4721,9159.68
875,"Korzun, Valery",male,1953,U.S.S.R/Russia,military,1987,2,2,commander,2002,49,5,4438,9159.68
876,"André-Deshays, Claudie (Haigneré)",female,1957,France,civilian,1985,1,2,MSP,1996,39,Soyuz TM-24/23,378.4,614.37
877,"André-Deshays, Claudie (Haigneré)",female,1957,France,civilian,1985,2,2,flight engineer,2001,44,Soyuz TM-33/32,236,614.37
878,"Lazutkin, Aleksandr",male,1957,U.S.S.R/Russia,civilian,1992,1,1,flight engineer,1997,40,23,4438,4438.12
879,"Ewald, Reinhold",male,1956,Germany,civilian,1990,1,1,MSP,1997,41,Soyuz TM-25/24,472.57,472.57
880,"Kilrain-Still, Susan L.",female,1961,U.S.,military,1995,1,2,pilot,1997,36,STS-83,95,471
881,"Kilrain-Still, Susan L.",female,1961,U.S.,military,1995,2,2,pilot,1997,36,STS-94,376,471
882,"Crouch, Roger Keith",male,1940,U.S.,civilian,1995,1,2,PSP,1997,57,STS-83,95.54,4576.07
883,"Crouch, Roger Keith",male,1940,U.S.,civilian,1995,2,2,PSP,1997,57,STS-94,377.01,4576.07
884,"Linteris, Gregory Thomas",male,1957,U.S.,civilian,1995,1,2,PSP,1997,40,STS-83,95.54,4576.07
885,"Linteris, Gregory Thomas",male,1957,U.S.,civilian,1995,2,2,PSP,1997,40,STS-94,377.01,4576.07
886,"Noriega, Carlos I.",male,1959,U.S.,military,1995,1,2,MSP,1997,38,STS-84,221,481
887,"Noriega, Carlos I.",male,1959,U.S.,military,1995,2,2,MSP,2000,41,STS-97,260,481
888,"Lu, Edward T.",male,1963,U.S.,civilian,1995,1,3,MSP,1997,34,STS-84,221,4943.3
889,"Lu, Edward T.",male,1963,U.S.,civilian,1995,2,3,MSP,2000,37,STS-106,283,4943.3
890,"Lu, Edward T.",male,1963,U.S.,civilian,1995,3,3,flight engineer,2003,40,7,4439,4943.3
891,"Vinogradov, Pavel",male,1953,U.S.S.R/Russia,civilian,1992,1,3,flight engineer,1997,44,24,4745,13126.53
892,"Vinogradov, Pavel",male,1953,U.S.S.R/Russia,civilian,1992,2,3,commander,2006,53,13,4390,13126.53
893,"Vinogradov, Pavel",male,1953,U.S.S.R/Russia,civilian,1992,3,3,commander,2013,60,35,3990,13126.53
894,"Curbeam, Robert L., Jr.",male,1962,U.S.,military,1994,1,3,MSP,1997,35,STS-85,284,902
895,"Curbeam, Robert L., Jr.",male,1962,U.S.,military,1994,2,3,MSP,2001,39,STS-98,309,902
896,"Curbeam, Robert L., Jr.",male,1962,U.S.,military,1994,3,3,MSP,2006,44,STS-116,309,902
897,"Robinson, Stephen K.",male,1955,U.S.,civilian,1994,1,4,MSP,1997,42,STS-85,284,1156
898,"Robinson, Stephen K.",male,1955,U.S.,civilian,1994,2,4,MSP,1998,43,STS-95,213,1156
899,"Robinson, Stephen K.",male,1955,U.S.,civilian,1994,3,4,MSP,2005,50,STS-114,333,1156
900,"Robinson, Stephen K.",male,1955,U.S.,civilian,1994,4,4,MSP,2010,55,STS-130,330,1156
901,Bjarni Tryggvason,male,1945,Canada,civilian,1983,1,1,PSP,1997,52,STS-85,284,284
902,"Bloomfield, Michael J.",male,1959,U.S.,military,1994,1,3,pilot,1997,38,STS-86,259,779
903,"Bloomfield, Michael J.",male,1959,U.S.,military,1994,2,3,pilot,2000,41,STS-97,260,779
904,"Bloomfield, Michael J.",male,1959,U.S.,military,1994,3,3,commander,2002,43,STS-110,260,779
905,"Lindsey, Steven W.",male,1960,U.S.,military,1995,1,5,pilot,1997,37,STS-87,376,1508
906,"Lindsey, Steven W.",male,1960,U.S.,military,1995,2,5,pilot,1998,38,STS-95,213,1508
907,"Lindsey, Steven W.",male,1960,U.S.,military,1995,3,5,commander,2002,42,STS-104,306,1508
908,"Lindsey, Steven W.",male,1960,U.S.,military,1995,4,5,commander,2006,46,STS-121,306,1508
909,"Lindsey, Steven W.",male,1960,U.S.,military,1995,5,5,commander,2011,51,STS-133,307,1508
910,"Chawla, Kalpana",female,1962,U.S.,civilian,1994,1,2,MSP,1997,35,STS-87,376,758
911,"Chawla, Kalpana",female,1962,U.S.,civilian,1994,2,2,MSP,2003,41,STS-107,382,758
912,"Doi, Takao",male,1954,Japan,civilian,1985,1,2,MSP,1997,43,STS-87,376.5,763.6
913,"Doi, Takao",male,1954,Japan,civilian,1985,2,2,MSP,2008,54,STS-123,378.3,763.6
914,"Kadenyuk, Leonid",male,1951,U.S.S.R/Ukraine,civilian,1976,1,1,pilot,1997,46,STS87,376,376.57
915,"Edwards, Joe F., Jr.",male,1958,U.S.,military,1995,1,1,pilot,1998,40,STS-89,211,211
916,"Reilly, James F.",male,1954,U.S.,civilian,1994,1,3,MSP,1998,44,STS-89,211,853
917,"Reilly, James F.",male,1954,U.S.,civilian,1994,2,3,MSP,2001,47,STS-104,306,853
918,"Reilly, James F.",male,1954,U.S.,civilian,1994,3,3,MSP,2007,53,STS-117,336,853
919,"Anderson, Michael P.",male,1959,U.S.,military,1994,1,2,MSP,1998,39,STS-89,211,593
920,"Anderson, Michael P.",male,1959,U.S.,military,1994,2,2,MSP,2003,44,STS-107,382,593
921,"Sharipov, Salizhan",male,1964,U.S.S.R/Russia,military,1990,1,2,Flight engineer,1998,34,24,211,4838.83
922,"Sharipov, Salizhan",male,1964,U.S.S.R/Russia,military,1990,2,2,commander,2004,40,10,4627,4838.83
923,"Eyharts, Léopold",male,1957,France,military,1990,1,2,MSP,1998,41,Soyuz TM-27/26,496.5,1653.52
924,"Eyharts, Léopold",male,1957,France,military,1990,2,2,flight engineer,2008,51,16,1157,1653.52
925,"Altman, Scott D.",male,1959,U.S.,military,1994,1,4,pilot,1998,39,STS-90,382,1224
926,"Altman, Scott D.",male,1959,U.S.,military,1994,2,4,pilot,2000,41,STS-106,283,1224
927,"Altman, Scott D.",male,1959,U.S.,military,1994,3,4,commander,2002,43,STS-109,262,1224
928,"Altman, Scott D.",male,1959,U.S.,military,1994,4,4,commander,2009,50,STS-125,309,1224
929,"Hire, Kathryn P.",female,1959,U.S.,military,1995,1,2,MSP,1998,39,STS-90,381,711
930,"Hire, Kathryn P.",female,1959,U.S.,military,1995,2,2,MSP,2010,51,STS-130,330,711
931,"Williams, Dafydd Rhys",male,1954,Canada,civilian,1992,1,2,MSP,1998,44,STS-90,381.85,676.85
932,"Williams, Dafydd Rhys",male,1954,Canada,civilian,1992,2,2,MSP,2007,53,STS-118,305,676.85
933,"Buckey, Jay Clark Jr.",male,1956,U.S.,civilian,1991,1,1,PSP,1998,42,STS-90,382.31,382.31
934,"Pawelczyk, James Anthony",male,1960,U.S.,civilian,1996,1,1,PSP,1998,38,STS-90,382.31,382.31
935,"Gorie, Dominic L.",male,1957,U.S.,military,1995,1,4,pilot,1998,41,STS-91,235,1176.1
936,"Gorie, Dominic L.",male,1957,U.S.,military,1995,2,4,pilot,2000,43,STS-99,269,1176.1
937,"Gorie, Dominic L.",male,1957,U.S.,military,1995,3,4,commander,2001,44,STS-108,283,1176.1
938,"Gorie, Dominic L.",male,1957,U.S.,military,1995,4,4,commander,2008,51,STS-123,378,1176.1
939,"Kavandi, Janet L.",female,1957,U.S.,civilian,1995,1,3,MSP,1998,41,STS-91,235,810
940,"Kavandi, Janet L.",female,1957,U.S.,civilian,1995,2,3,MSP,2000,43,STS-99,269,810
941,"Kavandi, Janet L.",female,1957,U.S.,civilian,1995,3,3,MSP,2001,44,STS-104,306,810
942,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,1,5,commander,1998,40,26,4768,21083.52
943,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,2,5,commander,2004,46,9,4509,21083.52
944,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,3,5,commander,2009,51,19,4768,21083.52
945,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,4,5,commander,2012,54,31,2999,21083.52
946,"Padalka, Gennady",male,1958,U.S.S.R/Russia,military,1989,5,5,commander,2015,57,43,4037,21083.52
947,"Baturin, Yuri",male,1949,U.S.S.R/Russia,civilian,1997,1,2,MSP,1998,49,26,283,473.75
948,"Duque, Pedro",male,1963,Spain,civilian,1992,1,2,flight engineer,1998,35,STS-95,213.73,450.76
949,"Baturin, Yuri",male,1949,U.S.S.R/Russia,civilian,1997,2,2,MSP,2001,52,Soyuz TM­32/31,190,473.75
950,"Duque, Pedro",male,1963,Spain,civilian,1992,2,2,flight engineer,2003,40,Soyuz TMA-3/2,237.03,450.76
951,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,1,4,pilot,1998,37,STS-88,283,1237
952,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,2,4,pilot,2001,40,STS-105,285,1237
953,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,3,4,commander,2007,46,STS-117,336,1237
954,"Sturckow, Frederick W.",male,1961,U.S.,military,1995,4,4,commander,2009,48,STS-128,333,1237
955,"Bella, Ivan",male,1964,Slovakia,military,1998,1,1,MSP,1999,35,27,190,190
956,"Husband, Rick D.",male,1957,U.S.,military,1995,1,2,pilot,1999,42,STS-96,235,617
957,"Husband, Rick D.",male,1957,U.S.,military,1995,2,2,commander,2003,46,STS-107,382,617
958,"Payette, Julie",female,1963,Canada,civilian,1992,1,2,MSP,1999,36,STS-96,235.23,611.98
959,"Payette, Julie",female,1963,Canada,civilian,1992,2,2,MSP,2009,46,STS-127,376.75,611.98
960,"Tokarev, Valeri",male,1952,U.S.S.R/Russia,military,1989,1,2,Flight engineer,1999,47,STS­96,235,4791.1
961,"Tokarev, Valeri",male,1952,U.S.S.R/Russia,military,1989,2,2,MSP,2005,53,12,4555,4791.1
962,"Ashby, Jeffrey S.",male,1954,U.S.,military,1995,1,3,pilot,1999,45,STS-93,119,664
963,"Ashby, Jeffrey S.",male,1954,U.S.,military,1995,2,3,pilot,2001,47,STS-100,285.5,664
964,"Ashby, Jeffrey S.",male,1954,U.S.,military,1995,3,3,commander,2002,48,STS-112,260,664
965,"Kelly, Scott J.",male,1964,U.S.,military,1996,1,4,pilot,1999,35,STS-103,191,12490
966,"Kelly, Scott J.",male,1964,U.S.,military,1996,2,4,commander,2007,43,STS-118,305,12490
967,"Kelly, Scott J.",male,1964,U.S.,military,1996,3,4,flight engineer,2011,47,25,3825,12490
968,"Kelly, Scott J.",male,1964,U.S.,military,1996,4,4,flight engineer,2015,51,43,8163,12490
969,"Thiele, Gerhard",male,1953,Germany,civilian,1987,1,1,MSP,2000,47,STS-99,269.65,269.65
970,"Zalyotin, Sergei",male,1962,U.S.S.R/Russia,military,1990,1,2,commander,2000,38,28,1747,2008.6
971,"Zalyotin, Sergei",male,1962,U.S.S.R/Russia,military,1990,2,2,commander,2002,40,Soyuz TMA­1/TM­34,260,2008.6
972,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,1,4,MSP,2000,42,STS-101,240,12752
973,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,2,4,flight engineer,2006,48,13,4320,12752
974,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,3,4,flight engineer,2010,52,21,4060,12752
975,"Williams, Jeffrey N.",male,1958,U.S.,military,1996,4,4,flight engineer,2016,58,47,4132,12752
976,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,1,4,MSP,2000,40,STS-106,283,5460
977,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,2,4,MSP,2007,47,STS-118,306,5460
978,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,3,4,MSP,2010,50,STS-131,362,5460
979,"Mastracchio, Richard A.",male,1960,U.S.,civilian,1996,4,4,flight engineer,2014,54,38,4509,5460
980,"Burbank, Daniel C.",male,1961,U.S.,military,1996,1,3,MSP,2000,39,STS-106,283,4534
981,"Burbank, Daniel C.",male,1961,U.S.,military,1996,2,3,MSP,2006,45,STS-115,283,4534
982,"Burbank, Daniel C.",male,1961,U.S.,military,1996,3,3,commander,2011,50,29,3968,4534
983,"Morukov, Boris",male,1950,U.S.S.R/Russia,civilian,1989,1,1,Flight engineer,2000,50,STS­106,283,283.2
984,"Melroy, Pamela A.",female,1961,U.S.,military,1995,1,3,pilot,2000,39,STS-92,309,930
985,"Melroy, Pamela A.",female,1961,U.S.,military,1995,2,3,pilot,2002,41,STS-112,259,930
986,"Melroy, Pamela A.",female,1961,U.S.,military,1995,3,3,commander,2007,46,STS-120,362,930
987,"Polansky, Mark L.",male,1956,U.S.,civilian,1996,1,3,pilot,2001,45,STS-98,309,993
988,"Polansky, Mark L.",male,1956,U.S.,civilian,1996,2,3,commander,2006,50,STS-116,308,993
989,"Polansky, Mark L.",male,1956,U.S.,civilian,1996,3,3,commander,2009,53,STS-127,377,993
990,"Kelly, James M.",male,1959,U.S.,military,1996,1,2,pilot,2001,42,STS-102,307,640
991,"Kelly, James M.",male,1959,U.S.,military,1996,2,2,pilot,2005,46,STS-114,333,640
992,"Richards, Paul W.",male,1964,U.S.,civilian,1996,1,1,MSP,2001,37,STS-102,307,307
993,"Phillips, John L.",male,1951,U.S.,civilian,1996,1,3,MSP,2001,50,STS-100,285,4872
994,"Phillips, John L.",male,1951,U.S.,civilian,1996,2,3,flight engineer,2005,54,11,4296,4872
995,"Phillips, John L.",male,1951,U.S.,civilian,1996,3,3,MSP,2009,58,STS-119,307.5,4872
996,"Lonchakov, Yuri",male,1965,U.S.S.R/Russia,military,1997,1,3,MSP,2001,36,STS­100,285,4818.65
997,"Lonchakov, Yuri",male,1965,U.S.S.R/Russia,military,1997,2,3,flight engineer,2002,37,Soyuz TMA­1/TM­34,260,4818.65
998,"Lonchakov, Yuri",male,1965,U.S.S.R/Russia,military,1997,3,3,commander,2008,43,18,4272,4818.65
999,"Tito, Dennis Anthony",male,1940,U.S.,civilian,2000,1,1,Other (space tourist),2001,61,ЭП-1,190.13,190.13
1000,"Hobaugh, Charles O.",male,1961,U.S.,military,1996,1,3,pilot,2001,40,STS-104,306,871.78
1001,"Hobaugh, Charles O.",male,1961,U.S.,military,1996,2,3,pilot,2007,46,STS-118,305,871.78
1002,"Hobaugh, Charles O.",male,1961,U.S.,military,1996,3,3,commander,2009,48,STS-129,259,871.78
1003,"Forrester, Patrick G.",male,1957,U.S.,military,1996,1,3,MSP,2001,44,STS-105,285,950
1004,"Forrester, Patrick G.",male,1957,U.S.,military,1996,2,3,MSP,2007,50,STS-117,332,950
1005,"Forrester, Patrick G.",male,1957,U.S.,military,1996,3,3,MSP,2009,52,STS-128,333,950
1006,"Tyurin, Mikhail",male,1960,U.S.S.R/Russia,military,1994,1,3,flight engineer,2001,41,3,3092,12770.85
1007,"Tyurin, Mikhail",male,1960,U.S.S.R/Russia,military,1994,2,3,flight engineer,2006,46,14,5168,12770.85
1008,"Tyurin, Mikhail",male,1960,U.S.S.R/Russia,military,1994,3,3,commander,2013,53,38,4509,12770.85
1009,"Kozeyev, Konstantin",male,1967,U.S.S.R/Russia,civilian,1996,1,1,flight engineer,2001,34,Soyuz TM­33/32,235,235.98
1010,"Kelly, Mark E.",male,1964,U.S.,military,1996,1,4,pilot,2001,37,STS-108,283,1297
1011,"Kelly, Mark E.",male,1964,U.S.,military,1996,2,4,pilot,2006,42,STS-121,307,1297
1012,"Kelly, Mark E.",male,1964,U.S.,military,1996,3,4,commander,2008,44,STS-124,330,1297
1013,"Kelly, Mark E.",male,1964,U.S.,military,1996,4,4,commander,2011,47,STS-134,377,1297
1014,"Tani, Daniel M.",male,1961,U.S.,civilian,1996,1,2,MSP,2001,40,STS-108,283,3163
1015,"Tani, Daniel M.",male,1961,U.S.,civilian,1996,2,2,MSP,2007,46,16,2880,3163
1016,"Carey, Duane G.",male,1957,U.S.,military,1996,1,1,pilot,2002,45,STS-109,262,262
1017,"Massimino, Michael J.",male,1962,U.S.,civilian,1996,1,2,MSP,2002,40,STS-109,262,517.8
1018,"Massimino, Michael J.",male,1962,U.S.,civilian,1996,2,2,MSP,2009,47,STS-125,309,517.8
1019,"Frick, Stephen N.",male,1964,U.S.,military,1996,1,2,pilot,2002,38,STS-110,260,565
1020,"Frick, Stephen N.",male,1964,U.S.,military,1996,2,2,commander,2008,44,STS-122,306,565
1021,"Walheim, Rex J.",male,1962,U.S.,military,1996,1,3,MSP,2002,40,STS-110,259,872.51
1022,"Walheim, Rex J.",male,1962,U.S.,military,1996,2,3,MSP,2008,46,STS-122,306,872.51
1023,"Walheim, Rex J.",male,1962,U.S.,military,1996,3,3,MSP,2011,49,STS-135,306.5,872.51
1024,"Morin, Lee M.",male,1952,U.S.,military,1996,1,1,MSP,2002,50,STS-110,259,259
1025,"Vittori, Roverto",male,1964,Italy,military,1998,1,3,flight engineer,2002,38,Soyuz TMA-34/TM-33,237,851.65
1026,"Vittori, Roverto",male,1964,Italy,military,1998,2,3,flight engineer,2005,41,Soyuz TMA-6/TMA-5,237,851.65
1027,"Vittori, Roverto",male,1964,Italy,military,1998,3,3,MSP,2011,47,STS-134,377.65,851.65
1028,"Shuttleworth, M. Richard",male,1973,Republic of South Africa,civilian,2001,1,1,Other (Space tourist),2002,29,Soyuz TM-34 / Soyuz TM-33,237,237
1029,"Lockhart, Paul S.",male,1956,U.S.,military,1996,1,2,pilot,2002,46,STS-111,332,663.38
1030,"Lockhart, Paul S.",male,1956,U.S.,military,1996,2,2,pilot,2002,46,STS-113,330,663.38
1031,"Perrin, Philippe",male,1963,France,military,1990,1,1,MSP,2002,39,STS-111,332.58,332.58
1032,"Whitson, Peggy A.",female,1960,U.S.,civilian,1996,1,3,MSP,2002,42,5,4438,15982
1033,"Whitson, Peggy A.",female,1960,U.S.,civilian,1996,2,3,flight engineer,2008,48,16,4603,15982
1034,"Whitson, Peggy A.",female,1960,U.S.,civilian,1996,3,3,flight engineer,2016,56,50,6941,15982
1035,"Treshchov, Sergei",male,1958,U.S.S.R/Russia,civilian,1992,1,1,flight engineer,2002,44,5,4438,4438.25
1036,"Magnus, Sandra H.",female,1964,U.S.,civilian,1996,1,3,MSP,2002,38,STS-112,260,3776
1037,"Magnus, Sandra H.",female,1964,U.S.,civilian,1996,2,3,MSP,2008,44,18,3210,3776
1038,"Magnus, Sandra H.",female,1964,U.S.,civilian,1996,3,3,MSP,2011,47,STS-135,306,3776
1039,"Sellers, Piers J.",male,1955,U.K./U.S.,civilian,1996,1,3,MSP,2002,47,STS-112,259,839
1040,"Sellers, Piers J.",male,1955,U.K./U.S.,civilian,1996,2,3,MSP,2006,51,STS-121,306,839
1041,"Sellers, Piers J.",male,1955,U.K./U.S.,civilian,1996,3,3,MSP,2010,55,STS-132,282.5,839
1042,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,1,5,MSP,2002,43,STS­112,259,16147
1043,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,2,5,flight engineer,2007,48,15,4721,16147
1044,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,3,5,commander,2010,51,24,3919,16147
1045,"Yurchikhin, Fyodor",male,1959,U.S.S.R/Russia,civilian,1997,4,5,commander,2013,54,36,3990,16147
